"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"0010245L","01166","200042497","200042497","Ecole primaire Juliette Marcel Merle","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Frans","1258","1952","F (220 kWh/m²/an)","2015","F","276760","220","61413","27636","19345",,"fourchette","226440","188700","150960","150960","150960","150 960 € à 150 960 €","1087","74393","74393","74393","822840","26396","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200042497","En tant que propriétaire du groupe scolaire Ecole primaire Juliette Marcel Merle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1258 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Frans (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1258 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 588 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 150 960 € à 150 960 €. Gain net annuel mairie (fourchette) : 5 052 € à 7 139 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","14293","8632","5661","12","13343","5052","5052","7139","5 052 € à 7 139 €/an","3947","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","80.3","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.3 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","75","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.3 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairiedefrans@frans.fr","ENGIE HOME SERVICES","4.3","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","101","6","9","Été 2026 + Automne 2026","45.99199126780706","4.775839885488266"
"0010950C","01345","240100883","240100883","Ecole primaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Denis-en-Bugey","1188","1900","D (179 kWh/m²/an)","2020","D","212616","178.97","47179","21231","14862",,"fourchette","213840","178200","138996","138996","142560","138 996 € à 142 560 €","1026","73818","73818","70254","1112040","22666","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-240100883","En tant que propriétaire du groupe scolaire Ecole primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1188 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Denis-en-Bugey (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1188 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 211 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 138 996 € à 142 560 €. Gain net annuel mairie (fourchette) : 951 € à 3 091 €/an. ROI part fonds (fourchette) : 22.7 à 77.6 ans.","13911","8565","5346","12","7320","951","951","3091","951 € à 3 091 €/an","101","77.6","77.6","22.7","22.7 à 77.6 ans","65","70","80","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","54","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","secretariat@mairie-stdenis.fr","ETABLISSEMENTS R ALCARAZ","11.7","alcaraz@alcaraz.pro","11","10 à 19 salariés","10","Rénovation Lourde","95","6","8","Été 2026 + Automne 2026","45.95239741818522","5.328480270905893"
"0011316A","01024","200071751","200071751","Ecole primaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Attignat","4431","1850","F (220 kWh/m²/an)","2017","F","974820","220","216313","97341","68139",,"fourchette","797580","664650","531720","531720","531720","531 720 € à 531 720 €","3828","262032","262032","262032","1896600","49171","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200071751","En tant que propriétaire du groupe scolaire Ecole primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 4431 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Attignat (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (4431 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 47 860 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 531 720 € à 531 720 €. Gain net annuel mairie (fourchette) : 17 796 € à 25 146 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","50343","30403","19940","12","46998","17796","17796","25146","17 796 € à 25 146 €/an","13902","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","87","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","accueil@attignat.fr","ENGIE HOME SERVICES","5.9","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","354","24","8","Été 2026 + Automne 2026","46.290215616774745","5.162440081882784"
"0011317B","01074","200069193","200069193","Ecole primaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Chalamont","2618","1890","F (220 kWh/m²/an)","2017","F","575960","220","127806","57513","40259",,"fourchette","471240","392700","314160","314160","314160","314 160 € à 314 160 €","2262","154818","154818","154818","471240","10515","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200069193","En tant que propriétaire du groupe scolaire Ecole primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2618 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Chalamont (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2618 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 28 277 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 314 160 € à 314 160 €. Gain net annuel mairie (fourchette) : 10 515 € à 14 858 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","29744","17963","11781","12","27769","10515","10515","14858","10 515 € à 14 858 €/an","8215","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.8","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","71","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact@mairie-chalamont.fr","ALPHA ENERGIE","16.8","comptabilite@alphaenergie.eu","12","20 à 49 salariés","20","Rénovation Lourde","209","12","9","Été 2026 + Automne 2026","45.99637460079818","5.1723934301356165"
"0010712U","01130","200071751","200071751","Ecole primaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Bresse Vallons","1400","1897","D (165 kWh/m²/an)","2020","D","231182","165.13","51299","23085","16159",,"fourchette","252000","210000","163800","163800","168000","163 800 € à 168 000 €","1210","86990","86990","82790","1896600","49171","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200071751","En tant que propriétaire du groupe scolaire Ecole primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1400 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Bresse Vallons (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1400 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 15 569 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 163 800 € à 168 000 €. Gain net annuel mairie (fourchette) : -234 € à 2 193 €/an. ROI part fonds (fourchette) : — à 37.8 ans.","16393","10093","6300","12","6692","-234","-234","2193","-234 € à 2 193 €/an","-1157",,,"37.8","— à 37.8 ans","65","70","80","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","56","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@mairie-cras-sur-reyssouze.fr","ENGIE HOME SERVICES","7.6","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","112","6","10","Été 2026 + Automne 2026","46.30764682761324","5.165639114427091"
"0010888K","01266","200071751","200071751","Ecole maternelle","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Montrevel-en-Bresse","2228","1890","F (220 kWh/m²/an)","2021","F","490160","220","108767","48945","34262",,"fourchette","401040","334200","267360","267360","267360","267 360 € à 267 360 €","1925","131755","131755","131755","1896600","49171","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200071751","En tant que propriétaire du groupe scolaire Ecole maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2228 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Montrevel-en-Bresse (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2228 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 24 065 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 267 360 € à 267 360 €. Gain net annuel mairie (fourchette) : 8 949 € à 12 644 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","25313","15287","10026","12","23632","8949","8949","12644","8 949 € à 12 644 €/an","6991","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","75","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@montrevel-en-bresse.fr","ENGIE HOME SERVICES","10.1","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","178","12","8","Été 2026 + Automne 2026","46.34038344916658","5.1293371586267185"
"0011128W","01275","240100800","240100800","Ecole primaire Pierre Racine","Mairie / Hôtel de ville","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Neyron","1373","1965","D (269 kWh/m²/an)","2018","D","369337","269","81956","36880","25816",,"fourchette","247140","205950","160641","160641","164760","160 641 € à 164 760 €","1186","85313","85313","81194","489060","10458","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-240100800","En tant que propriétaire du groupe scolaire Ecole primaire Pierre Racine, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1373 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Neyron (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1373 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 15 269 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 160 641 € à 164 760 €. Gain net annuel mairie (fourchette) : 9 738 € à 12 830 €/an. ROI part fonds (fourchette) : 6.3 à 8.8 ans.","16078","9899","6179","12","20802","9738","9738","12830","9 738 € à 12 830 €/an","8263","8.8","8.8","6.3","6.3 à 8.8 ans","65","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","68","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@mairie-neyron.fr","SARL DOUZET","5.1","contact@dinhold.fr","12","20 à 49 salariés","20","Rénovation Lourde","110","6","10","Été 2026 + Automne 2026","45.81449611847097","4.93207030599915"
"0010252U","01250","200042497","200042497","Ecole primaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Misérieux","1270","0","G (220 kWh/m²/an)","2020","G","279400","220","61999","27900","15345",,"fourchette","152400","127000","101600","101600","101600","101 600 € à 101 600 €","671","50129","50129","50129","822840","26396","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200042497","En tant que propriétaire du groupe scolaire Ecole primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1270 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Misérieux (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1270 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 9 151 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 101 600 € à 101 600 €. Gain net annuel mairie (fourchette) : 5 719 € à 11 774 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","9626","5816","3810","12","18274","5719","5719","11774","5 719 € à 11 774 €/an","8788","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","80.3","false",,"74","⚡ Tiède",,"mairie@miserieux.fr","ENGIE HOME SERVICES","6.7","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Moyenne","102","6","6","Été 2026 + Automne 2026","45.97421377870186","4.810419793371727"
"0010491D","01262","240100610","240100610","Ecole élémentaire Alphonse Daudet","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Montluel","3047","1977","E (220 kWh/m²/an)",,"Estimé","670340","220","148748","66937","36815",,"fourchette","365640","304700","164538","164538","243760","164 538 € à 243 760 €","1609","199493","199493","120271","835260","5924","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-240100610","En tant que propriétaire du groupe scolaire Ecole élémentaire Alphonse Daudet, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 3047 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Montluel (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (3047 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 30 397 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 164 538 € à 243 760 €. Gain net annuel mairie (fourchette) : 4 527 € à 28 247 €/an. ROI part fonds (fourchette) : 4.3 à 44.1 ans.","32288","23147","9141","12","34649","4527","4527","28247","4 527 € à 28 247 €/an","11890","44.1","44.1","4.3","4.3 à 44.1 ans","45","55","80.1","false",,"68","⚡ Tiède",,"mairie@ville-montluel.fr","ALPHA ENERGIE","4.5","comptabilite@alphaenergie.eu","12","20 à 49 salariés","20","Rénovation Moyenne","244","12","7","Été 2026 + Automne 2026","45.85422815879162","5.056660362383368"
"0011290X","01384","240100883","240100883","Ecole primaire Claude Guichard","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Rambert-en-Bugey","1872","1890","E (220 kWh/m²/an)",,"Estimé","411840","220","91387","41124","28787",,"fourchette","336960","280800","219024","219024","224640","219 024 € à 224 640 €","1617","116319","116319","110703","1112040","22666","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-240100883","En tant que propriétaire du groupe scolaire Ecole primaire Claude Guichard, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1872 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Rambert-en-Bugey (01), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1872 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 20 818 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 219 024 € à 224 640 €. Gain net annuel mairie (fourchette) : 6 867 € à 10 623 €/an. ROI part fonds (fourchette) : 10.4 à 16.9 ans.","21920","13496","8424","12","19204","6867","6867","10623","6 867 € à 10 623 €/an","5222","16.9","16.9","10.4","10.4 à 16.9 ans","65","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","63","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@saintrambertenbugey.fr","EURL SENTENAC","16","sentenac@wanadoo.fr","11","10 à 19 salariés","10","Rénovation Lourde","150","6","13","Été 2026 + Automne 2026","45.9476208877463","5.4377391538581525"
