"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"0430615K","43268","244301016","244301016","Ecole Elémentaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Yssingeaux","2127","0","F (220 kWh/m²/an)","2019","F","467940","220","103836","46726","25699",,"fourchette","255240","212700","127620","127620","170160","127 620 € à 170 160 €","1123","126497","126497","83957","510480","9282","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-244301016","En tant que propriétaire du groupe scolaire Ecole Elémentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2127 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Yssingeaux (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2127 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 19 860 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 127 620 € à 170 160 €. Gain net annuel mairie (fourchette) : 4 641 € à 19 718 €/an. ROI part fonds (fourchette) : 4.3 à 27.3 ans.","21058","14677","6381","12","25668","4641","4641","19718","4 641 € à 19 718 €/an","9781","27.3","27.3","4.3","4.3 à 27.3 ans","50","55","79.9","false",,"64","⚡ Tiède",,"mairie@yssingeaux.fr","ENERGECO","17.4","energeco@energeco.pro","12","20 à 49 salariés","20","Rénovation Moyenne","170","12","5","Été 2026 + Automne 2026","45.140815815751374","4.128309615546502"
"0430514A","43051","244301107","244301107","Ecole Maternelle","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Le Chambon-sur-Lignon","1604","1938","G (220 kWh/m²/an)","2018","G","352880","220","78304","35237","24666",,"fourchette","288720","240600","192480","192480","192480","192 480 € à 192 480 €","1386","94854","94854","94854","288720","6442","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-244301107","En tant que propriétaire du groupe scolaire Ecole Maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1604 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Le Chambon-sur-Lignon (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1604 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 17 325 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 192 480 € à 192 480 €. Gain net annuel mairie (fourchette) : 6 442 € à 9 103 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","18224","11006","7218","12","17013","6442","6442","9103","6 442 € à 9 103 €/an","5032","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.8","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","57","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","chambon@ville-lechambonsurlignon.fr","ENERGECO","29.8","energeco@energeco.pro","12","20 à 49 salariés","20","Rénovation Lourde","128","6","11","Été 2026 + Automne 2026","45.05846879922157","4.302070299188217"
"0430539C","43087","244300307","244300307","Ecole Elémentaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Dunières","1329","1800","E (220 kWh/m²/an)",,"Estimé","292380","220","64879","29196","20437",,"fourchette","239220","199350","155493","155493","159480","155 493 € à 159 480 €","1148","82579","82579","78592","382980","10268","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-244300307","En tant que propriétaire du groupe scolaire Ecole Elémentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1329 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Dunières (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1329 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 14 779 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 155 493 € à 159 480 €. Gain net annuel mairie (fourchette) : 4 874 € à 7 542 €/an. ROI part fonds (fourchette) : 10.4 à 16.9 ans.","15563","9582","5981","12","13633","4874","4874","7542","4 874 € à 7 542 €/an","3706","16.9","16.9","10.4","10.4 à 16.9 ans","65","70","79.8","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","63","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@dunieres43.fr","ETS BESSON","12.9","contact@besson-chauffage.fr","12","20 à 49 salariés","20","Rénovation Lourde","106","6","9","Été 2026 + Automne 2026","45.21786765908764","4.340159365704988"
"0430914K","43020","200073427","200073427","Ecole maternelle","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Bas-en-Basset","2204","1976","D (186 kWh/m²/an)","2018","D","409944","186","90967","40935","22514",,"fourchette","264480","220400","119016","119016","176320","119 016 € à 176 320 €","1164","144300","144300","86996","717600","4528","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200073427","En tant que propriétaire du groupe scolaire Ecole maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2204 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Bas-en-Basset (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2204 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 21 987 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 119 016 € à 176 320 €. Gain net annuel mairie (fourchette) : -841 € à 14 819 €/an. ROI part fonds (fourchette) : — à 5.9 ans.","23355","16743","6612","12","17580","-841","-841","14819","-841 € à 14 819 €/an","3662",,,"5.9","— à 5.9 ans","45","55","79.9","false",,"58","⚡ Tiède","Scénario pessimiste adaptatif : gain net mairie ≤ 0 (subv. 45 % TTC, éco réaliste 55 %, Ft 5.5 %)","contact@basenbasset.fr","ENERGECO","1.5","energeco@energeco.pro","12","20 à 49 salariés","20","Rénovation Moyenne","176","12","5","Été 2026 + Automne 2026","45.30462026784066","4.113230299693904"
"0430379D","43012","244301131","244301131","Ecole Maternelle","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Aurec-sur-Loire","1953","0","D (199 kWh/m²/an)","2020","D","388647","199","86241","38808","21344",,"fourchette","234360","195300","105462","105462","156240","105 462 € à 156 240 €","1031","127867","127867","77089","468240","16497","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-244301131","En tant que propriétaire du groupe scolaire Ecole Maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1953 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Aurec-sur-Loire (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1953 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 19 484 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 105 462 € à 156 240 €. Gain net annuel mairie (fourchette) : 649 € à 15 033 €/an. ROI part fonds (fourchette) : 5.1 à 197 ans.","20695","14836","5859","12","18113","649","649","15033","649 € à 15 033 €/an","4918","197","197","5.1","5.1 à 197 ans","45","55","79.9","false",,"58","⚡ Tiède",,"mairie@mairie-aurec.fr","EUROTHERM","5.6","eurotherm42@orange.fr","12","20 à 49 salariés","20","Rénovation Moyenne","156","6","9","Été 2026 + Automne 2026","45.37089290365586","4.2030670543374855"
"0430398Z","43224","200073427","200073427","Ecole Elémentaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Sainte-Sigolène","1048","1969","G (220 kWh/m²/an)","2017","G","230560","220","51161","23022","16115",,"fourchette","188640","157200","94320","94320","125760","94 320 € à 125 760 €","905","93415","93415","61975","717600","4528","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200073427","En tant que propriétaire du groupe scolaire Ecole Elémentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1048 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Sainte-Sigolène (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1048 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 14 670 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 94 320 € à 125 760 €. Gain net annuel mairie (fourchette) : 560 € à 5 947 €/an. ROI part fonds (fourchette) : 10.4 à 166.8 ans.","15555","10839","4716","12","7467","560","560","5947","560 € à 5 947 €/an","-360","166.8","166.8","10.4","10.4 à 166.8 ans","50","70","80.2","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.2 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","66","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80.2 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact@sainte-sigolene.fr","ENERGECO","10.4","energeco@energeco.pro","12","20 à 49 salariés","20","Rénovation Lourde","84","6","7","Été 2026 + Automne 2026","45.24120531496122","4.236839448563745"
"0430624V","43251","200073419","200073419","Ecole primaire d'application","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Vals-près-le-Puy","2240","0","E (325 kWh/m²/an)","2020","E","728000","325","161543","72694","39982",,"fourchette","268800","224000","174720","174720","179200","174 720 € à 179 200 €","1183","92897","92897","88417","697080","59168","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200073419","En tant que propriétaire du groupe scolaire Ecole primaire d'application, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2240 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Vals-près-le-Puy (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2240 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 16 618 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 174 720 € à 179 200 €. Gain net annuel mairie (fourchette) : 22 483 € à 38 380 €/an. ROI part fonds (fourchette) : 2.3 à 4.1 ans.","17499","10779","6720","12","55195","22483","22483","38380","22 483 € à 38 380 €/an","30479","4.1","4.1","2.3","2.3 à 4.1 ans","65","55","79.9","false",,"87","🔥 Chaud",,"mairie@valspreslepuy.fr","CROZE","4.1","contact@croze-sarl.fr","12","20 à 49 salariés","20","Rénovation Moyenne","179","12","5","Été 2026 + Automne 2026","45.02657505715423","3.8744700688504543"
"BDNB-bdnb-bg-E81H-PQVQ-KD33","43012","244301131","244301131","École ÉlÉmentaire","Enseignement","COM","COMMUNE DE AUREC SUR LOIRE","Aurec-sur-Loire","1949","1984","E (341 kWh/m²/an)","2019","E","664609","341","147477","66365","36501",,"fourchette","233880","194900","105246","105246","155920","105 246 € à 155 920 €","1029","127605","127605","76931","468240","16497","FINANÇABLE_SOLO","SOUS_SEUIL_A_CREUSER","SOLO","En tant que propriétaire du groupe scolaire École ÉlÉmentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1949 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Aurec-sur-Loire (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1949 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 19 444 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 105 246 € à 155 920 €. Gain net annuel mairie (fourchette) : 15 848 € à 35 730 €/an. ROI part fonds (fourchette) : 2.2 à 8.1 ans.","20653","14806","5847","12","45712","15848","15848","35730","15 848 € à 35 730 €/an","23148","8.1","8.1","2.2","2.2 à 8.1 ans","45","55","80","false",,"79","🔥 Chaud",,"mairie@mairie-aurec.fr","EUROTHERM","5.4","eurotherm42@orange.fr","12","20 à 49 salariés","20","Rénovation Moyenne","156","6","9","Été 2026 + Automne 2026","45.37183298056875","4.205133954115855"
"BDNB-bdnb-bg-9TD7-NAN4-V7QX","43020","200073427","200073427","École maternelle","Enseignement","COM","COMMUNE DE BAS EN BASSET","Bas-en-Basset","2204","1976","F (220 kWh/m²/an)","2020","F","484880","220","107595","48418","26630",,"fourchette","264480","220400","132240","132240","176320","132 240 € à 176 320 €","1164","131076","131076","86996","717600","4528","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200073427","En tant que propriétaire du groupe scolaire École maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2204 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Bas-en-Basset (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2204 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 20 578 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 132 240 € à 176 320 €. Gain net annuel mairie (fourchette) : 4 809 € à 20 432 €/an. ROI part fonds (fourchette) : 4.3 à 27.3 ans.","21821","15209","6612","12","26597","4809","4809","20432","4 809 € à 20 432 €/an","10135","27.3","27.3","4.3","4.3 à 27.3 ans","50","55","79.9","false",,"75","🔥 Chaud",,"contact@basenbasset.fr","ENERGECO","1.4","energeco@energeco.pro","12","20 à 49 salariés","20","Rénovation Moyenne","176","12","5","Été 2026 + Automne 2026","45.30406802769951","4.114604981687545"
"BDNB-bdnb-bg-EHF9-TZHL-CDB8","43087","244300307","244300307","2 Place de l'Hôtel de Ville 43220 Dunières","Mairie / Hôtel de ville","COM","COMMUNE DE DUNIERES","Dunières","1198","0","F (220 kWh/m²/an)","2021","F","263560","220","58484","26318","14475",,"fourchette","143760","119800","95840","95840","95840","95 840 € à 95 840 €","633","47287","47287","47287","382980","10268","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-244300307","En tant que propriétaire du groupe scolaire 2 Place de l'Hôtel de Ville 43220 Dunières, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1198 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Dunières (43), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1198 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 8 633 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 95 840 € à 95 840 €. Gain net annuel mairie (fourchette) : 5 394 € à 11 106 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","9081","5487","3594","12","17237","5394","5394","11106","5 394 € à 11 106 €/an","8289","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","80.1","false",,"69","⚡ Tiède",,"mairie@dunieres43.fr","ETS BESSON","12.9","contact@besson-chauffage.fr","12","20 à 49 salariés","20","Rénovation Moyenne","96","6","6","Été 2026 + Automne 2026","45.217827993677375","4.342064973811701"
